,ID,Name
139662,Funhe2EKm008700t1,Integrin-linked kinase (100%P)
139687,Funhe2EKm008701,
139688,Funhe2EKm008701t1,"Amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65) (100%P)"
139598,Funhe2EKm008695,
139599,Funhe2EKm008695t1,Uncharacterized protein
139603,Funhe2EKm008696,
139604,Funhe2EKm008696t1,Poliovirus receptor-related protein 3 (100%P)
139625,Funhe2EKm008698t1,Immune-type receptor 7.9 (100%M)
139624,Funhe2EKm008698,
139618,Funhe2EKm008697t1,Unknown
139617,Funhe2EKm008697,
254217,Funhe2EKm020115,
254218,Funhe2EKm020115t1,Uncharacterized protein
254214,Funhe2EKm020114t1,Uncharacterized protein (89%P)
254213,Funhe2EKm020114,
254243,Funhe2EKm020116t1,Interferon-induced protein (85%P)
254241,Funhe2EKm020116,
254231,Funhe2EKm020117t1,Lethal(3)malignant brain tumor protein (52%M)
254226,Funhe2EKm020118t1,Pax4 transcription factor (65%M)
254225,Funhe2EKm020118,
254229,Funhe2EKm020117,
531885,Funhe2EKm020120,
531887,Funhe2EKm020120t1,coiled-coil domain containing 158 (19%P)
254254,Funhe2EKm020119,
254255,Funhe2EKm020119t1,"Transmembrane protein 11, mitochondrial (97%T)"
539821,Funhe2EKm037222,
539823,Funhe2EKm037222t1,Uncharacterized protein
254282,Funhe2EKm020122t1,Uncharacterized protein
254280,Funhe2EKm020122,
254262,Funhe2EKm020123t1,Carboxyl-ester lipase (97%M)
254260,Funhe2EKm020123,
139885,Funhe2EKm008715t1,Ubiquitin carboxyl-terminal hydrolase (100%T)
139815,Funhe2EKm008712,
139816,Funhe2EKm008712t1,"STT3, subunit of the oligosaccharyltransferase complex, B (99%P)"
139817,Funhe2EKm008712t1,"STT3, subunit of the oligosaccharyltransferase complex, B (99%P)"
139844,Funhe2EKm008713,
139845,Funhe2EKm008713t1,Glutamate decarboxylase 1 (100%P)
139869,Funhe2EKm008714t1,"Family with sequence similarity 198, member A (100%M)"
139884,Funhe2EKm008715,
139868,Funhe2EKm008714,
139737,Funhe2EKm008707,
139738,Funhe2EKm008707t1,Melanocortin 5 receptor (100%M)
139747,Funhe2EKm008708,
139748,Funhe2EKm008708t1,"Zinc finger, DHHC-type containing (100%P)"
139716,Funhe2EKm008702,
139717,Funhe2EKm008702t1,Unknown
139730,Funhe2EKm008704,
139731,Funhe2EKm008704t1,Melanocortin 2 receptor (adrenocorticotropic hormone) (100%P)
139785,Funhe2EKm008711,
139786,Funhe2EKm008711t1,Glutamate decarboxylase 1 (100%P)
139763,Funhe2EKm008709,
139764,Funhe2EKm008709t1,Uncharacterized protein KIAA1143 (100%P)
139775,Funhe2EKm008710,
139776,Funhe2EKm008710t1,Transmembrane protein (100%M)
239627,Funhe2EKm008706t1,"HLA class I histocompatibility antigen, B-35 alpha chain (89%U)"
239625,Funhe2EKm008706,
254289,Funhe2EKm020126,
254290,Funhe2EKm020126t1,Uncharacterized protein
254295,Funhe2EKm020127,
254296,Funhe2EKm020127t1,Uncharacterized protein
254300,Funhe2EKm020128t1,Uncharacterized protein
254299,Funhe2EKm020128,
66573,Funhe2EKm003840,
66575,Funhe2EKm003840t1,heat shock 70 kDa protein 12A (37%M)
254313,Funhe2EKm020133t1,Leucine rich repeat containing (90%M)
254311,Funhe2EKm020133,
254303,Funhe2EKm020132,
254304,Funhe2EKm020132t1,Leucine rich repeat containing (99%P)
244333,Funhe2EKm008717,
139889,Funhe2EKm008716t1,Arachidonate 5-lipoxygenase (100%P)
139888,Funhe2EKm008716,
244335,Funhe2EKm008717t1,Uncharacterized protein
139923,Funhe2EKm008718,
140009,Funhe2EKm008724t1,Alpha-actinin-4 (91%P)
140008,Funhe2EKm008724,
139971,Funhe2EKm008722t1,Calpain-2 catalytic subunit (80%T)
139970,Funhe2EKm008722,
139953,Funhe2EKm008721t1,Eukaryotic translation initiation factor 3 subunit K (100%P)
139952,Funhe2EKm008721,
139924,Funhe2EKm008718t1,Arachidonate 5-lipoxygenase (87%P)
139925,Funhe2EKm008718t1,Arachidonate 5-lipoxygenase (87%P)
254323,Funhe2EKm020134,
254324,Funhe2EKm020134t1,MHC class IIB antigen (71%P)
542816,Funhe2EKm037382,
542818,Funhe2EKm037382t1,WDYHV motif containing (100%P)
254332,Funhe2EKm020135t1,Uncharacterized protein
254331,Funhe2EKm020135,
254344,Funhe2EKm020137t1,TE: Reverse transcriptase (100%T)
254343,Funhe2EKm020137,
254339,Funhe2EKm020136,
254340,Funhe2EKm020136t1,Coagulation factor VIII (34%M)
254350,Funhe2EKm020138t1,Uncharacterized protein
254349,Funhe2EKm020138,
254363,Funhe2EKm020140,
254365,Funhe2EKm020140t1,Nanor (99%Z)
56314,Funhe2EKm003215,
56316,Funhe2EKm003215t1,"Beta-1,3-galactosyltransferase (94%T)"
133612,Funhe2EKm008228t1,Nuclear receptor ROR-gamma (94%P)
133610,Funhe2EKm008228,
140086,Funhe2EKm008737,
140087,Funhe2EKm008737t1,"Beta-1,3-galactosyltransferase (73%P)"
140053,Funhe2EKm008728,
140054,Funhe2EKm008728t1,"Beta-1,3-galactosyltransferase (100%P)"
140062,Funhe2EKm008730,
140063,Funhe2EKm008730t1,"Globoside alpha-1,3-N-acetylgalactosaminyltransferase (92%P)"
254373,Funhe2EKm020144t1,Uncharacterized protein
254372,Funhe2EKm020144,
254377,Funhe2EKm020146t1,Zinc finger protein (98%P)
254376,Funhe2EKm020146,
254381,Funhe2EKm020147t1,Ca2+-dependent activator protein for secretion (83%P)
254380,Funhe2EKm020147,
254402,Funhe2EKm020153,
254403,Funhe2EKm020153t1,Uncharacterized protein
254392,Funhe2EKm020152,
254393,Funhe2EKm020152t1,Uncharacterized protein
28409,Funhe2EKm001577t1,Poly(A) binding protein interacting protein 2B (100%P)
28408,Funhe2EKm001577,
28374,Funhe2EKm001575,
28361,Funhe2EKm001574t1,"Docking protein 1, 62kDa (downstream of tyrosine kinase 1) (100%P)"
28360,Funhe2EKm001574,
28375,Funhe2EKm001575t1,N-acetyl-D-glucosamine kinase (97%P)
28399,Funhe2EKm001576t1,Uncharacterized protein
28398,Funhe2EKm001576,
28468,Funhe2EKm001581,
28469,Funhe2EKm001581t1,Rab9 effector protein with kelch motifs (100%P)
28445,Funhe2EKm001579t1,"Chaperonin containing TCP1, subunit 7 (eta) (100%P)"
28418,Funhe2EKm001578,
28419,Funhe2EKm001578t1,Heat shock 70 kDa protein 12B (95%P)
28444,Funhe2EKm001579,
28862,Funhe2EKm001584t1,Phosphatase 1 regulatory subunit 14C (95%P)
28860,Funhe2EKm001584,
240745,Funhe2EKm018014t1,Uncharacterized protein (77%M)
240743,Funhe2EKm018014,
28307,Funhe2EKm022028,
28341,Funhe2EKm001573,
28342,Funhe2EKm001573t1,Chromosome 2 open reading frame (66%P)
28796,Funhe2EKm001603,
28309,Funhe2EKm022028t1,"Phospholipase C, beta 3 (phosphatidylinositol-specific) (59%T)"
212093,Funhe2EKm001580t1,Znf420 protein (54%M)
212091,Funhe2EKm001580,
28801,Funhe2EKm001604t1,"Phospholipase C, beta 3 (phosphatidylinositol-specific) (100%T)"
28800,Funhe2EKm001604,
28797,Funhe2EKm001603t1,Uncharacterized protein
28702,Funhe2EKm001598t1,Glycoprotein hormone alpha-2 (78%P)
28701,Funhe2EKm001598,
28693,Funhe2EKm001596t1,Glycoprotein hormone beta-5 (78%P)
28692,Funhe2EKm001596,
28643,Funhe2EKm001593t1,Nuclease HARBI1 (100%C)
28642,Funhe2EKm001593,
28633,Funhe2EKm001592t1,Zinc finger and SCAN domain-containing protein (89%C)
28652,Funhe2EKm001594,
28665,Funhe2EKm001595t1,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta (99%M)
28664,Funhe2EKm001595,
28653,Funhe2EKm001594t1,Uncharacterized protein
28632,Funhe2EKm001592,
28763,Funhe2EKm001602t1,Sodium/calcium exchanger 1 (100%T)
28762,Funhe2EKm001602,
28753,Funhe2EKm001601t1,Bcl2 antagonist of cell death (100%M)
28752,Funhe2EKm001601t1,Bcl2 antagonist of cell death (100%M)
28751,Funhe2EKm001601,
28717,Funhe2EKm001599t1,Chromosome 11 open reading frame (88%P)
28716,Funhe2EKm001599,
28738,Funhe2EKm001600t1,Voltage-gated potassium channel subunit beta-2 (100%P)
28737,Funhe2EKm001600,
28530,Funhe2EKm001585t1,REST corepressor (81%P)
28529,Funhe2EKm001585,
28548,Funhe2EKm001586,
28494,Funhe2EKm001582,
28495,Funhe2EKm001582t1,MAP/microtubule affinity-regulating kinase 2 (71%M)
28554,Funhe2EKm001587,
28549,Funhe2EKm001586t1,Uncharacterized protein
28601,Funhe2EKm001590t1,Uncharacterized protein
28600,Funhe2EKm001590,
28555,Funhe2EKm001587t1,"N(alpha)-acetyltransferase 40, NatD catalytic subunit (94%M)"
28622,Funhe2EKm001591t1,ADP-ribosylation factor protein 2 (100%M)
28621,Funhe2EKm001591t1,ADP-ribosylation factor protein 2 (100%M)
28620,Funhe2EKm001591,
28593,Funhe2EKm001589,
28575,Funhe2EKm001588t1,"Beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I) (100%P)"
28574,Funhe2EKm001588,
28594,Funhe2EKm001589t1,Nucleolar complex protein (92%M)
140646,Funhe2EKm008758,
140647,Funhe2EKm008758t1,Doublesex- and mab-3-related transcription factor C2 (72%M)
140625,Funhe2EKm008757,
140587,Funhe2EKm008755,
140588,Funhe2EKm008755t1,Microtubule-actin crosslinking factor (59%M)
140626,Funhe2EKm008757t1,Plectin (76%M)
140284,Funhe2EKm008746t1,Polycystic kidney and hepatic disease 1 (autosomal recessive) (100%P)
140283,Funhe2EKm008746,
140155,Funhe2EKm008742,
140156,Funhe2EKm008742t1,"Dpy-19 4 (C, elegans) (100%T)"
140099,Funhe2EKm008739t1,"XK, Kell blood group complex subunit-related family, member (100%T)"
140098,Funhe2EKm008739,
140091,Funhe2EKm008738t1,"XK, Kell blood group complex subunit-related family, member (100%T)"
140090,Funhe2EKm008738,
140110,Funhe2EKm008740,
140111,Funhe2EKm008740t1,Serine/arginine-rich splicing factor (87%T)
140126,Funhe2EKm008741t1,"Vertebrate tuba1l, tubulin, alpha 1, like (Tuba1l) (100%T)"
140125,Funhe2EKm008741,
140112,Funhe2EKm008740t1,Serine/arginine-rich splicing factor (87%T)
140252,Funhe2EKm008744,
140253,Funhe2EKm008744t1,Deleted in malignant brain tumors 1 protein (57%M)
140272,Funhe2EKm008745t1,Uncharacterized protein
140271,Funhe2EKm008745,
140197,Funhe2EKm008743t1,Integrator complex subunit (100%T)
140196,Funhe2EKm008743t1,Integrator complex subunit (100%T)
140195,Funhe2EKm008743,
140496,Funhe2EKm008752t1,Eukaryotic translation initiation factor 3 subunit E (78%T)
140495,Funhe2EKm008752,
140500,Funhe2EKm008753t1,Bullous pemphigoid antigen 1 protein (4%U)
140499,Funhe2EKm008753,
140514,Funhe2EKm008754,
140477,Funhe2EKm008749,
140488,Funhe2EKm008751t1,Transmembrane protein (100%M)
140487,Funhe2EKm008751,
140482,Funhe2EKm008750t1,Thyrotropin-releasing hormone receptor (100%T)
140481,Funhe2EKm008750,
140478,Funhe2EKm008749t1,Uncharacterized protein
140455,Funhe2EKm008748,
140456,Funhe2EKm008748t1,NudC domain-containing protein (100%T)
140515,Funhe2EKm008754t1,plectin (3%Z)
140446,Funhe2EKm008747t1,Enhancer of yellow 2 transcription factor B (100%M)
140445,Funhe2EKm008747,
254418,Funhe2EKm020156t1,Fish virus induced TRIM protein (71%M)
254417,Funhe2EKm020156,
254407,Funhe2EKm020155t1,tripartite motif-containing protein 16 (59%M)
254406,Funhe2EKm020155,
254425,Funhe2EKm020158t1,Coiled-coil domain-containing protein (97%S)
254423,Funhe2EKm020158,
254442,Funhe2EKm020160t1,Uncharacterized protein
254441,Funhe2EKm020160,
254446,Funhe2EKm020161t1,Uncharacterized protein
254445,Funhe2EKm020161,
140893,Funhe2EKm008771t1,Uncharacterized protein
140829,Funhe2EKm008765,
140740,Funhe2EKm008760,
140741,Funhe2EKm008760t1,Kinase C epsilon type (100%T)
140796,Funhe2EKm008763t1,"Metastasis associated 1 family, member 3 (100%T)"
140795,Funhe2EKm008763,
140782,Funhe2EKm008762,
140783,Funhe2EKm008762t1,"Phosphatase, Mg2+/Mn2+ dependent, 1B (100%M)"
140836,Funhe2EKm008766t1,Potassium voltage-gated channel subfamily G member (100%P)
140825,Funhe2EKm008764,
140826,Funhe2EKm008764t1,Uncharacterized protein (69%C)
140835,Funhe2EKm008766,
140892,Funhe2EKm008771,
140853,Funhe2EKm008768,
140854,Funhe2EKm008768t1,Phosphatidylinositol-glycan biosynthesis class F protein (100%P)
140846,Funhe2EKm008767t1,Cytochrome c oxidase subunit VIIa polypeptide 2 like (100%P)
140845,Funhe2EKm008767,
140772,Funhe2EKm008761,
140773,Funhe2EKm008761t1,Homeobox protein SIX3 (86%P)
140704,Funhe2EKm011420,
140706,Funhe2EKm011420t1,Early B-cell factor 1 (97%T)
140863,Funhe2EKm008769,
140876,Funhe2EKm008770t1,GTP cyclohydrolase (91%P)
140875,Funhe2EKm008770,
140864,Funhe2EKm008769t1,Cysteine-rich PDZ-binding protein (100%P)
140830,Funhe2EKm008765t1,Uncharacterized protein (95%C)
140657,Funhe2EKm008772t1,"MutS, colon cancer, nonpolyposis type 1 (E, coli) (96%P)"
140655,Funhe2EKm008772,
140684,Funhe2EKm008759t1,Endothelial PAS domain-containing protein (100%P)
140683,Funhe2EKm008759,
254450,Funhe2EKm020164t1,Unknown
254449,Funhe2EKm020164,
218297,Funhe2EKm015475t1,Zinc finger protein (94%M)
218295,Funhe2EKm015475,
254458,Funhe2EKm020165,
254459,Funhe2EKm020165t1,Zinc finger protein 749 (97%P)
254465,Funhe2EKm020166t1,"Amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase (100%P)"
254464,Funhe2EKm020166,
232566,Funhe2EKm017305t1,TE: Envelope polyprotein (81%P)
254478,Funhe2EKm020169,
254479,Funhe2EKm020169t1,TE: Envelope polyprotein (83%P)
232564,Funhe2EKm017305,
254482,Funhe2EKm020171,
254483,Funhe2EKm020171t1,CAAX prenyl protease (95%P)
141026,Funhe2EKm008778,
141027,Funhe2EKm008778t1,Uncharacterized protein (42%U)
141030,Funhe2EKm008779,
141031,Funhe2EKm008779t1,si:ch211-240b21.2 (33%Z)
141038,Funhe2EKm008780,
141039,Funhe2EKm008780t1,Tudor domain-containing protein (80%P)
141049,Funhe2EKm008781,
141050,Funhe2EKm008781t1,Regulatory factor X (100%P)
140929,Funhe2EKm008775t1,Unc-93 A (100%S)
140928,Funhe2EKm008775,
140923,Funhe2EKm008774,
140924,Funhe2EKm008774t1,nuclear receptor coactivator 1 (11%P)
140951,Funhe2EKm008777t1,"Myeloid/lymphoid or mixed-lineage leukemia (trithorax , ), translocated to (100%T)"
140950,Funhe2EKm008777,
140900,Funhe2EKm008773t1,Nuclear receptor coactivator (100%P)
140899,Funhe2EKm008773,
254488,Funhe2EKm020172,
254489,Funhe2EKm020172t1,Znf420 protein (64%M)
254494,Funhe2EKm020174,
254495,Funhe2EKm020174t1,Uncharacterized protein
254500,Funhe2EKm020175,
254501,Funhe2EKm020175t1,Uncharacterized protein
254508,Funhe2EKm020176,
254509,Funhe2EKm020176t1,Butyrophilin subfamily 2 member A3 (73%M)
141097,Funhe2EKm008785,
141098,Funhe2EKm008785t1,"Family with sequence similarity 5, member C (100%P)"
141094,Funhe2EKm008784t1,"CDD: rve, Integrase core domain (91%T)"
141093,Funhe2EKm008784,
254513,Funhe2EKm020179t1,Carcinoembryonic antigen-related cell adhesion molecule (56%P)
254512,Funhe2EKm020179,
254520,Funhe2EKm020180,
254521,Funhe2EKm020180t1,Up-regulator of cell proliferation (12%U)
254525,Funhe2EKm020182t1,TE: Reverse transcriptase protein (61%P)
254524,Funhe2EKm020182,
254528,Funhe2EKm020183,
254529,Funhe2EKm020183t1,Ribonuclease inhibitor (79%P)
254535,Funhe2EKm020184t1,Transforming growth factor-beta-induced protein ig-h3 (100%P)
254534,Funhe2EKm020184,
254551,Funhe2EKm020185t1,Uncharacterized protein
254550,Funhe2EKm020185,
141229,Funhe2EKm008792t1,Complement C1q subcomponent subunit A (100%P)
141228,Funhe2EKm008792,
141252,Funhe2EKm008793,
141253,Funhe2EKm008793t1,Uncharacterized protein
141130,Funhe2EKm008790,
141131,Funhe2EKm008790t1,MAX gene associated (62%M)
549835,Funhe2EKm037856t1,Tyrosine-protein kinase receptor TYRO3 (100%P)
549833,Funhe2EKm037856,
141114,Funhe2EKm008789,
141115,Funhe2EKm008789t1,Zinc finger BED domain-containing protein (100%T)
141164,Funhe2EKm008791,
141165,Funhe2EKm008791t1,Mitogen-activated protein kinase-binding protein 1 (100%P)
141332,Funhe2EKm008798,
141333,Funhe2EKm008798t1,MAM domain-containing glycosylphosphatidylinositol anchor protein 2 (100%T)
141318,Funhe2EKm008797,
141293,Funhe2EKm008796t1,Beclin 1-associated autophagy-related key regulator (100%S)
141292,Funhe2EKm008796,
141319,Funhe2EKm008797t1,TATA box-binding protein 2 (96%P)
141281,Funhe2EKm008794t1,Uncharacterized protein
141280,Funhe2EKm008794,
254557,Funhe2EKm020188t1,"protein tyrosine phosphatase, receptor type, C (9%P)"
254558,Funhe2EKm020188t1,"protein tyrosine phosphatase, receptor type, C (9%P)"
254556,Funhe2EKm020188,
254564,Funhe2EKm020189t1,Serine/threonine/tyrosine-interacting protein (100%P)
254563,Funhe2EKm020189,
254585,Funhe2EKm020190,
254586,Funhe2EKm020190t1,Unknown
254591,Funhe2EKm020192,
254592,Funhe2EKm020192t1,Type-2 ice-structuring protein (51%T)
254603,Funhe2EKm020193,
254604,Funhe2EKm020193t1,Uncharacterized protein (67%M)
141474,Funhe2EKm008809t1,Collagen alpha-1(X) chain (100%T)
141473,Funhe2EKm008809,
141481,Funhe2EKm008810t1,Proto-oncogene tyrosine-protein kinase Fyn (100%P)
141480,Funhe2EKm008810,
141361,Funhe2EKm008800,
141362,Funhe2EKm008800t1,Zinc finger BED domain-containing protein 4 (48%U)
141365,Funhe2EKm008801,
141366,Funhe2EKm008801t1,Uncharacterized protein
141369,Funhe2EKm008802,
141370,Funhe2EKm008802t1,UFM1-specific ligase (100%T)
141419,Funhe2EKm008804,
141420,Funhe2EKm008804t1,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor (100%P)
141427,Funhe2EKm008805,
141428,Funhe2EKm008805t1,Dermatan-sulfate epimerase (100%T)
141448,Funhe2EKm008807t1,5'-nucleotidase domain-containing protein (100%M)
141447,Funhe2EKm008807,
141412,Funhe2EKm008803t1,G-protein coupled receptor (81%T)
141444,Funhe2EKm008806t1,Uncharacterized protein
141443,Funhe2EKm008806,
141411,Funhe2EKm008803,
254609,Funhe2EKm014202t1,Zinc finger protein 658B (16%U)
254607,Funhe2EKm014202,
254618,Funhe2EKm020197t1,Immune-type receptor 12a (92%T)
254617,Funhe2EKm020197,
254623,Funhe2EKm020199,
254624,Funhe2EKm020199t1,"Solute carrier family 24 (sodium/potassium/calcium exchanger), member 2 (100%P)"
254628,Funhe2EKm020200,
254629,Funhe2EKm020200t1,Otoancorin (94%M)
254645,Funhe2EKm020201t1,"TE: CDD: RT_nLTR_like, RT_nLTR: Non-LTR (long terminal repeat) retrotransposon and (60%C)"
254644,Funhe2EKm020201,
141653,Funhe2EKm008824t1,Kinase D-interacting substrate of 220 kDa (100%P)
141652,Funhe2EKm008824,
141707,Funhe2EKm008825,
141708,Funhe2EKm008825t1,Uncharacterized protein (84%C)
141715,Funhe2EKm008826,
141716,Funhe2EKm008826t1,HCG1778991 (100%C)
141721,Funhe2EKm008827,
141722,Funhe2EKm008827t1,Transcription factor SOX-11 (100%P)
141541,Funhe2EKm008814,
141542,Funhe2EKm008814t1,Uncharacterized protein
141551,Funhe2EKm008815,
141552,Funhe2EKm008815t1,c-C chemokine receptor type 6 (88%M)
141557,Funhe2EKm008816,
141558,Funhe2EKm008816t1,c-C chemokine receptor type (94%M)
141498,Funhe2EKm008812,
141499,Funhe2EKm008812t1,kinesin family member 26Aa (14%Z)
141508,Funhe2EKm008813,
141509,Funhe2EKm008813t1,Kinesin family member 26A (100%P)
141562,Funhe2EKm008817,
141620,Funhe2EKm008821,
141621,Funhe2EKm008821t1,Unknown
141624,Funhe2EKm008822,
141625,Funhe2EKm008822t1,Membrane bound O-acyltransferase domain containing 2 (100%P)
141570,Funhe2EKm008818,
141571,Funhe2EKm008818t1,c-C chemokine receptor type (95%M)
141578,Funhe2EKm008820,
141563,Funhe2EKm008817t1,Kelch repeat and BTB domain-containing protein (99%M)
141579,Funhe2EKm008820t1,FGFR1 oncogene partner (100%P)
254649,Funhe2EKm020203t1,Heat shock 70 kDa protein 12B (88%T)
254648,Funhe2EKm020203,
254656,Funhe2EKm020204,
254657,Funhe2EKm020204t1,poly(A) polymerase gamma (27%P)
219997,Funhe2EKm020205t1,Poly [ADP-ribose] polymerase (61%P)
219995,Funhe2EKm020205,
141801,Funhe2EKm008833,
141802,Funhe2EKm008833t1,SCAN domain-containing protein 3 (9%U)
141746,Funhe2EKm008832t1,"Solute carrier family 12 (sodium/potassium/chloride transporters), member 2 (99%T)"
141745,Funhe2EKm008832,
141846,Funhe2EKm008846t1,"Acyl-CoA synthetase family member 2, mitochondrial (100%S)"
141845,Funhe2EKm008846,
141842,Funhe2EKm008845t1,"CDD: HNOB, Heme NO binding (63%T)"
141869,Funhe2EKm008848t1,General transcription factor II-I repeat domain-containing protein (100%T)
141868,Funhe2EKm008848,
141841,Funhe2EKm008845,
141838,Funhe2EKm008844t1,TE: Reverse transcriptase protein (53%T)
141813,Funhe2EKm008838t1,Zinc finger BED domain-containing protein (81%Z)
141812,Funhe2EKm008838,
141806,Funhe2EKm008836t1,TE: LINE-1 type transposase domain-containing protein (73%M)
141805,Funhe2EKm008836,
141837,Funhe2EKm008844,
141828,Funhe2EKm008843t1,Zinc finger BED domain-containing protein (77%M)
141827,Funhe2EKm008843,
141824,Funhe2EKm008839t1,Uncharacterized protein (28%U)
141823,Funhe2EKm008839,
141727,Funhe2EKm008829,
141728,Funhe2EKm008829t1,Uncharacterized protein
141736,Funhe2EKm008830,
141737,Funhe2EKm008830t1,Uncharacterized protein KIAA1024 (94%P)
254673,Funhe2EKm020206t1,Immune-type receptor (87%M)
254672,Funhe2EKm020206,
254682,Funhe2EKm020207,
254683,Funhe2EKm020207t1,V-set domain-containing T-cell activation inhibitor 1 (40%U)
254688,Funhe2EKm018447,
254689,Funhe2EKm018447t1,Zinc finger protein (69%M)
231625,Funhe2EKm020208t1,Zinc finger protein (75%T)
231623,Funhe2EKm020208,
219199,Funhe2EKm020209,
219201,Funhe2EKm020209t1,"Class I histocompatibility antigen, F10 alpha chain (100%M)"
254699,Funhe2EKm020211t1,Uncharacterized protein
254698,Funhe2EKm020211,
254712,Funhe2EKm020213,
254713,Funhe2EKm020213t1,CD48 antigen (65%P)
141955,Funhe2EKm008854,
141956,Funhe2EKm008854t1,Bardet-Biedl syndrome (100%P)
141921,Funhe2EKm008853,
141922,Funhe2EKm008853t1,BMP-binding endothelial regulator protein (100%T)
142008,Funhe2EKm008856,
142009,Funhe2EKm008856t1,"5'-nucleotidase, cytosolic III (98%T)"
141892,Funhe2EKm008851t1,ELL-associated factor (97%P)
141891,Funhe2EKm008851,
141880,Funhe2EKm008850t1,Methyltransferase protein 6 (100%P)
141879,Funhe2EKm008850,
141876,Funhe2EKm008849t1,Ig kappa chain V-III region HIC (96%P)
141875,Funhe2EKm008849,
141906,Funhe2EKm008852t1,Asialoglycoprotein receptor 1 (73%P)
141905,Funhe2EKm008852,
254724,Funhe2EKm020215,
254726,Funhe2EKm020215t1,Complement factor H (89%P)
254731,Funhe2EKm020218,
254732,Funhe2EKm020218t1,Ribonuclease inhibitor (86%T)
254738,Funhe2EKm020220t1,"biogenesis of lysosomal organelles complex-1, subunit 5, muted (77%P)"
254737,Funhe2EKm020220,
142161,Funhe2EKm008863,
142162,Funhe2EKm008863t1,Kinesin family member 5C (100%P)
142246,Funhe2EKm008868,
142247,Funhe2EKm008868t1,Origin recognition complex subunit (100%P)
142237,Funhe2EKm008867t1,Methyl-CpG-binding domain 5 protein (77%P)
142236,Funhe2EKm008867,
142209,Funhe2EKm008864t1,Nbla04137 protein (61%P)
142208,Funhe2EKm008864,
142125,Funhe2EKm008862t1,Catenin delta-2 (100%P)
142223,Funhe2EKm008866t1,Methyl-CpG-binding domain 5 protein (66%M)
142222,Funhe2EKm008866,
142217,Funhe2EKm008865t1,Uncharacterized protein
142216,Funhe2EKm008865,
142124,Funhe2EKm008862,
142020,Funhe2EKm008858,
142021,Funhe2EKm008858t1,Collagen alpha-1(XVIII) chain (98%P)
142015,Funhe2EKm008857t1,TE: Reverse transcriptase (86%M)
142014,Funhe2EKm008857,
219059,Funhe2EKm015573t1,"Activin A receptor, type IIA (100%P)"
219057,Funhe2EKm015573,
250817,Funhe2EKm019569t1,Four and a half LIM domains protein (100%P)
250815,Funhe2EKm019569,
142095,Funhe2EKm008859t1,Uncharacterized protein
142094,Funhe2EKm008859,
142109,Funhe2EKm008861t1,Chromosome 7 open reading frame (100%P)
142108,Funhe2EKm008861,
254747,Funhe2EKm013158,
254749,Funhe2EKm013158t1,HHIP protein 1 (100%T)
254774,Funhe2EKm020222,
254775,Funhe2EKm020222t1,"TE: CDD: Rnase_HI_RT_non_LTR, Non-LTR RNase HI domain of reverse transcriptases (50%Z)"
254778,Funhe2EKm020223,
254779,Funhe2EKm020223t1,Uncharacterized protein
254785,Funhe2EKm020224t1,Uncharacterized protein
254784,Funhe2EKm020224,
254791,Funhe2EKm020225t1,TE: Pol polyprotein (74%C)
254790,Funhe2EKm020225,
254795,Funhe2EKm020226t1,Lysosomal thioesterase PPT2 (63%U)
254794,Funhe2EKm020226,
28873,Funhe2EKm001605t1,Protocadherin 1 (100%P)
28872,Funhe2EKm001605,
28885,Funhe2EKm001609t1,Uncharacterized protein (99%M)
28884,Funhe2EKm001609,
142325,Funhe2EKm008876,
142326,Funhe2EKm008876t1,Tripartite motif-containing protein 2 (100%P)
142308,Funhe2EKm008875t1,Uncharacterized protein
142307,Funhe2EKm008875,
142287,Funhe2EKm008874,
142278,Funhe2EKm008873t1,Unknown
142277,Funhe2EKm008873,
142274,Funhe2EKm008872t1,"TE: CDD: L1-EN, Endonuclease domain of the non-LTR retrotransposon LINE-1 (63%M)"
142273,Funhe2EKm008872,
142288,Funhe2EKm008874t1,Ring finger protein 175 (94%P)
142354,Funhe2EKm008877,
142355,Funhe2EKm008877t1,Uncharacterized protein
142401,Funhe2EKm008883,
142402,Funhe2EKm008883t1,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase (95%P)
142386,Funhe2EKm008882t1,Lysine-specific histone demethylase 1A (88%P)
142373,Funhe2EKm008880,
142377,Funhe2EKm008881,
142378,Funhe2EKm008881t1,Chemokine receptor (86%M)
142374,Funhe2EKm008880t1,Chemokine receptor (98%M)
142385,Funhe2EKm008882,
254809,Funhe2EKm020227t1,Caveolin-2 (96%M)
254808,Funhe2EKm020227,
254817,Funhe2EKm020228t1,low affinity immunoglobulin gamma Fc region receptor II-b (42%M)
254816,Funhe2EKm020228,
254830,Funhe2EKm011691t1,Zinc finger 544 protein (74%Z)
254828,Funhe2EKm011691,
254825,Funhe2EKm020231t1,Unknown (42%U)
254824,Funhe2EKm020231,
254836,Funhe2EKm020232t1,Zinc finger protein (99%P)
254835,Funhe2EKm020232,
254851,Funhe2EKm010406t1,Coiled-coil domain-containing protein 28A (99%T)
254849,Funhe2EKm010406,
254856,Funhe2EKm020233,
254857,Funhe2EKm020233t1,NYNRIN (11%U)
