GeneID	Method	xFPKM	o12Ortho	o3ProtHomology	o3Species	o4GenomHomol	o5KaKs	g1GenoMap	gGenoCov	p12Complete	p3CDS	p4CodePot	tClass	t1aOneExon
Funhe2EKm019864t1	rnasm	100	noor	44%	platyfish	87	NA	okay	98	complete	52	Code	CodingOld	0
Funhe2EKm019868t1	rnasm	1	orlog	81%	platyfish	64	0.433	part	33	complete	18	Code	CodingOld	0
Funhe2EKm019869t1	rnasm	10	orlog	86%	platyfish	67	0.080	part	11	partial	98	Code	CodingOld	0
Funhe2EKm019870t1	rnasm	300	noor	62%	platyfish	92	0.359	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm019871t1	rnasm	700	noor	100%	platyfish	91	0.289	split	72	complete	73	Code	CodingOld	0
Funhe2EKm019873t1	gmodel	0.05	noor	21%	mayzebr	17	0.050	okay	100	complete	80	Code	Transposon	0
Funhe2EKm019875t1	gmodel	0.2	upar	81%	stickleback	86	0.283	okay	100	complete	67	Unknown	CodingOld	0
Funhe2EKm019876t1	rnasm	2	orlog	97%	zfish	98	0.106	okay	85	complete	80	Code	Transposon	0
Funhe2EKm019879t1	rnasm	30	orlog	100%	platyfish	99	0.069	split	99	complete	38	Code	CodingOld	0
Funhe2EKm019881t1	v1mix	5	orlog	100%	mayzebr	76	0.084	okay	100	complete	51	Code	CodingOld	0
Funhe2EKm019882t1	rnasm	20	upar	19%	platyfish	0	NA	okay	100	complete	41	Code	CodingNew	0
Funhe2EKm019883t1	rnasm	20	upar	71%	medaka	65	NA	part	26	complete	46	Unknown	CodingOld	1
Funhe2EKm019884t1	v1mix	3	orlog	100%	platyfish	100	0.090	split	100	complete	71	Code	CodingOld	0
Funhe2EKm019885t1	rnasm	30	orlog	100%	tilapia	100	0.006	split	99	complete	69	Code	CodingOld	0
Funhe2EKm019887t1	v1mix	4	orlog	93%	platyfish	64	NA	okay	100	partial	25	Noncode	CodingOld	1
Funhe2EKm019888t1	v1mix	2	orlog	28%	tilapia	12	NA	okay	100	complete	69	Unknown	CodingOld	1
Funhe2EKm019889t1	rnasm	1	orlog	76%	catfish	0	NA	okay	92	partial	85	Code	Transposon	0
Funhe2EKm019890t1	rnasm	50	orlog	100%	platyfish	99	0.016	okay	95	complete	75	Code	CodingOld	0
Funhe2EKm019891t1	rnasm	3	inpar	100%	stickleback	59	NA	part	38	complete	100	Code	CodingOld	0
Funhe2EKm019892t1	rnasm	6	orlog	99%	platyfish	100	0.182	okay	93	partial	38	Code	CodingOld	0
Funhe2EKm019899t1	v1mix	0.1	inpar	100%	mayzebr	53	NA	split	100	complete	88	Code	CodingOld	0
Funhe2EKm019900t1	gmodel	10	inpar	70%	mayzebr	69	NA	okay	100	complete	62	Code	CodingOld	0
Funhe2EKm019901t1	rnasm	1	noor	63%	platyfish	40	0.226	okay	100	partial	94	Code	CodingOld	0
Funhe2EKm019902t1	rnasm	1	orlog	84%	mayzebr	100	0.387	okay	100	partial	86	Code	Transposon	0
Funhe2EKm019903t1	rnasm	400	noor	26%	tilapia	100	0.417	okay	100	partial	100	Code	CodingOld	0
Funhe2EKm019906t1	gmodel	30	noor	76%	platyfish	75	0.211	okay	100	complete	76	Unknown	CodingOld	0
Funhe2EKm019908t1	v1mix	0.2	inpar	66%	zfish	41	NA	split	100	complete	29	Unknown	CodingOld	0
Funhe2EKm019909t1	v1mix	0.09	noor	25%	platyfish	63	0.270	okay	100	complete	64	Noncode	CodingOld	1
Funhe2EKm019911t1	rnasm	1	noor	0	na	0	NA	okay	96	partial	99	Noncode	NoncodeNew	0
Funhe2EKm019912t1	rnasm	2	inpar	68%	tilapia	98	NA	split	71	complete	86	Code	Transposon	0
Funhe2EKm019915t1	rnasm	5	inpar	47%	zfish	93	NA	part	25	complete	31	Code	CodingOld	0
Funhe2EKm019918t1	gmodel	200	upar	6%	mayzebr	56	0.234	okay	100	partial	57	Unknown	CodingOld	0
Funhe2EKm019919t1	rnasm	0.4	inpar	35%	zfish	78	NA	okay	100	partial	57	Noncode	Transposon	1
Funhe2EKm019920t1	rnasm	20	orlog	96%	tilapia	96	0.136	split	98	complete	61	Code	CodingOld	0
Funhe2EKm019921t1	rnasm	10	inpar	57%	platyfish	67	NA	part	39	complete	99	Code	CodingOld	1
Funhe2EKm019923t1	rnasm	9	inpar	72%	platyfish	83	NA	part	42	complete	54	Code	CodingOld	0
Funhe2EKm019925t1	gmodel	0.4	upar	11%	platyfish	87	0.105	okay	100	complete	87	Code	Transposon	0
Funhe2EKm019926t1	gmodel	8	orlog	7%	mayzebr	91	0.042	okay	100	complete	51	Unknown	CodingOld	0
Funhe2EKm019927t1	gmodel	1	noor	3%	platyfish	67	0.035	okay	100	partial	4	Unknown	CodingOld	1
Funhe2EKm019928t1	rnasm	10	inpar	85%	tilapia	28	NA	okay	80	complete	75	Code	Transposon	0
Funhe2EKm019930t1	rnasm	80	upar	67%	tetraodon	58	0.415	part	32	complete	100	Code	CodingOld	0
Funhe2EKm019931t1	gmodel	0.2	orlog	100%	mayzebr	47	0.117	okay	100	complete	91	Code	CodingOld	0
Funhe2EKm019932t1	rnasm	50	noor	0	na	0	NA	okay	82	partial	100	Code	CodingNew	0
Funhe2EKm019933t1	rnasm	20	inpar	100%	platyfish	78	NA	part	56	complete	21	Code	CodingOld	1
Funhe2EKm019934t1	v1mix	40	inpar	45%	mayzebr	67	NA	okay	100	complete	80	Unknown	CodingOld	0
Funhe2EKm019935t1	gmodel	2	upar	34%	mayzebr	70	0.359	okay	100	complete	53	Unknown	CodingOld	0
Funhe2EKm019938t1	gmodel	1	upar	14%	catfish	52	0.300	okay	100	complete	45	Code	Transposon	0
Funhe2EKm019940t1	rnasm	50	orlog	70%	medaka	94	0.215	split	100	complete	78	Code	CodingOld	0
Funhe2EKm019941t1	rnasm	10	orlog	77%	zfish	99	0.061	okay	100	partial	91	Code	CodingOld	1
Funhe2EKm019942t1	rnasm	1	inpar	15%	catfish	43	NA	okay	100	complete	24	Noncode	Transposon	1
Funhe2EKm019944t1	rnasm	5	upar	64%	mayzebr	97	NA	part	70	partial	68	Code	CodingOld	0
Funhe2EKm019945t1	gmodel	4	noor	32%	platyfish	84	0.258	okay	100	complete	49	Code	CodingOld	0
Funhe2EKm019946t1	gmodel	5	noor	40%	platyfish	43	0.076	okay	100	complete	41	Unknown	CodingOld	0
Funhe2EKm019947t1	rnasm	1	inpar	70%	zfish	73	NA	part	26	complete	71	Code	CodingOld	0
Funhe2EKm019948t1	gmodel	5	upar	6%	mayzebr	24	0.060	okay	100	complete	13	Unknown	CodingOld	0
Funhe2EKm019950t1	gmodel	8	inpar	91%	medaka	100	NA	okay	100	complete	85	Code	CodingOld	1
Funhe2EKm019951t1	rnasm	10	upar	98%	mayzebr	99	0.428	part	28	complete	99	Code	CodingOld	0
Funhe2EKm019952t1	rnasm	0.6	noor	0	na	55	0.216	okay	100	complete	54	Code	CodingOld	0
Funhe2EKm019953t1	gmodel	2	noor	14%	platyfish	91	0.295	okay	100	complete	83	Code	CodingOld	0
Funhe2EKm019954t1	rnasm	8	noor	25%	platyfish	85	0.438	okay	100	complete	48	Code	CodingOld	0
Funhe2EKm019955t1	rnasm	0.3	upar	88%	catfish	95	0.234	okay	100	partial	76	Code	Transposon	0
Funhe2EKm019956t1	rnasm	0.7	noor	44%	catfish	61	0.178	okay	96	partial	75	Code	CodingOld	1
Funhe2EKm019957t1	rnasm	0.4	upar	0	na	68	0.338	okay	100	partial	99	Code	Transposon	0
Funhe2EKm019959t1	v1mix	100	upar	20%	mayzebr	91	0.510	okay	100	complete	100	Code	CodingOld	0
Funhe2EKm019960t1	rnasm	1	noor	14%	mayzebr	93	NA	part	63	partial	100	Code	CodingOld	1
Funhe2EKm019961t1	rnasm	60	inpar	95%	tilapia	100	NA	split	99	complete	63	Code	CodingOld	0
Funhe2EKm019962t1	gmodel	0.01	noor	18%	stickleback	16	0.077	okay	100	complete	76	Noncode	Transposon	0
Funhe2EKm019963t1	v1mix	1	noor	25%	mayzebr	31	0.178	okay	100	complete	99	Code	CodingOld	0
Funhe2EKm019965t1	rnasm	900	noor	23%	platyfish	85	0.421	part	36	complete	100	Code	CodingOld	0
Funhe2EKm019966t1	rnasm	0.3	inpar	21%	mayzebr	26	NA	okay	100	complete	70	Code	Transposon	1
Funhe2EKm019967t1	gmodel	10	upar	25%	platyfish	0	NA	okay	100	complete	65	Unknown	CodingOld	0
Funhe2EKm019968t1	rnasm	100	inpar	22%	platyfish	0	NA	okay	100	complete	35	Code	CodingOld	1
Funhe2EKm019969t1	gmodel	2	inpar	51%	tilapia	43	NA	okay	100	complete	60	Unknown	CodingOld	0
Funhe2EKm019970t1	rnasm	0.5	noor	91%	medaka	93	0.210	okay	100	partial	85	Code	CodingOld	0
Funhe2EKm019971t1	rnasm	20	inpar	81%	platyfish	100	NA	part	21	complete	80	Code	CodingOld	1
Funhe2EKm019973t1	rnasm	10	orlog	100%	mayzebr	42	0.453	part	50	complete	72	Code	CodingOld	1
Funhe2EKm019974t1	rnasm	0.4	noor	0	na	32	0.088	part	18	complete	99	Code	CodingOld	1
Funhe2EKm019975t1	rnasm	90	orlog	100%	tilapia	99	0.040	split	97	complete	75	Code	CodingOld	0
Funhe2EKm019977t1	gmodel	2	noor	13%	zfish	98	0.270	okay	100	partial	99	Code	Transposon	0
Funhe2EKm019981t1	rnasm	0.3	upar	58%	mayzebr	36	NA	split	33	complete	54	Code	CodingOld	1
Funhe2EKm019983t1	rnasm	0.7	upar	63%	mayzebr	58	0.291	split	72	complete	84	Code	CodingOld	0
Funhe2EKm019985t1	rnasm	10	upar	0	na	17	NA	okay	81	complete	95	Code	CodingNew	0
Funhe2EKm019986t1	v1mix	1	upar	12%	mayzebr	36	0.120	okay	100	complete	88	Code	Transposon	0
Funhe2EKm019987t1	gmodel	1	noor	75%	platyfish	53	0.274	okay	100	complete	25	Noncode	CodingOld	0
Funhe2EKm019988t1	v1mix	0.1	upar	0	na	0	NA	okay	100	complete	72	Code	CodingNew	0
Funhe2EKm019989t1	gmodel	0.3	noor	23%	catfish	64	0.289	okay	100	complete	58	Code	Transposon	0
Funhe2EKm019990t1	rnasm	8	orlog	100%	mayzebr	100	0.289	split	70	complete	95	Code	CodingOld	0
Funhe2EKm019992t1	gmodel	0.1	noor	0	na	14	NA	okay	100	complete	53	Noncode	NoncodeNew	0
Funhe2EKm019993t1	rnasm	7	inpar	84%	mayzebr	75	NA	part	16	partial	99	Code	CodingOld	0
Funhe2EKm019997t1	rnasm	8	upar	15%	platyfish	56	NA	okay	100	partial	83	Code	CodingOld	0
Funhe2EKm019998t1	rnasm	5	orlog	38%	tilapia	93	0.418	okay	100	partial	99	Unknown	CodingOld	0
Funhe2EKm019999t1	rnasm	3	noor	0	na	0	NA	okay	100	complete	51	Code	CodingNew	0
Funhe2EKm020000t1	rnasm	0.3	noor	9%	medaka	35	NA	okay	100	partial	70	Code	Transposon	1
Funhe2EKm020002t1	gmodel	4	orlog	13%	platyfish	93	0.004	okay	100	complete	65	Code	CodingOld	0
Funhe2EKm020003t1	gmodel	10	noor	5%	mayzebr	72	0.205	okay	100	complete	15	Code	CodingOld	0
Funhe2EKm020004t1	rnasm	40	upar	0	na	0	NA	split	96	partial	99	Code	CodingNew	0
Funhe2EKm020005t1	v1mix	3	upar	65%	mayzebr	24	1.874	okay	100	complete	22	Unknown	CodingOld	0
Funhe2EKm020006t1	rnasm	8	upar	26%	mayzebr	81	0.276	okay	100	partial	62	Noncode	CodingOld	0
Funhe2EKm020007t1	rnasm	20	inpar	65%	platyfish	60	NA	part	28	complete	77	Code	CodingOld	0
Funhe2EKm020008t1	v1mix	5	inpar	31%	mayzebr	89	NA	okay	100	partial	100	Code	CodingOld	0
Funhe2EKm020009t1	rnasm	4	inpar	69%	platyfish	82	NA	okay	98	complete	26	Code	CodingOld	0
Funhe2EKm020010t1	rnasm	4	inpar	51%	platyfish	100	NA	okay	100	partial	42	Noncode	CodingOld	1
Funhe2EKm020015t1	rnasm	2	inpar	100%	platyfish	95	NA	part	58	complete	35	Code	Transposon	0
Funhe2EKm020016t1	rnasm	50	inpar	70%	mayzebr	100	NA	part	50	complete	82	Code	CodingOld	0
Funhe2EKm020017t1	v1mix	0.3	noor	8%	zfish	44	0.030	split	94	complete	79	Unknown	CodingOld	0
Funhe2EKm020018t1	gmodel	9	noor	46%	medaka	42	0.334	okay	100	complete	40	Unknown	Transposon	1
Funhe2EKm020019t1	rnasm	40	inpar	94%	tilapia	100	NA	part	51	complete	9	Code	CodingOld	1
Funhe2EKm020020t1	gmodel	0.9	noor	84%	tilapia	33	0.282	okay	100	complete	27	Code	CodingOld	0
Funhe2EKm020021t1	rnasm	1	noor	98%	platyfish	96	0.614	split	94	partial	99	Code	CodingOld	1
Funhe2EKm020023t1	rnasm	1	upar	0	na	42	0.092	okay	98	complete	45	Noncode	CodingOld	1
Funhe2EKm020025t1	rnasm	1	noor	35%	mayzebr	80	0.242	part	58	partial	81	Code	CodingOld	0
Funhe2EKm020026t1	rnasm	10	inpar	100%	mayzebr	95	NA	part	40	complete	37	Code	Transposon	0
Funhe2EKm020027t1	gmodel	0.7	noor	0	na	59	NA	okay	100	complete	29	Noncode	NoncodeOld	0
Funhe2EKm020029t1	gmodel	10	noor	4%	tilapia	22	0.116	okay	100	complete	8	Code	CodingOld	0
Funhe2EKm020030t1	v1mix	1	noor	2%	platyfish	28	0.042	okay	100	partial	44	Code	CodingOld	1
Funhe2EKm020031t1	v1mix	10	noor	18%	tilapia	87	0.138	okay	100	complete	65	Code	CodingOld	0
Funhe2EKm020032t1	rnasm	6	inpar	100%	medaka	100	NA	part	64	complete	94	Code	CodingOld	0
Funhe2EKm020033t1	v1mix	300	upar	16%	tilapia	100	0.345	okay	100	partial	99	Noncode	CodingOld	0
Funhe2EKm020034t1	gmodel	4	inpar	100%	tilapia	54	NA	okay	100	complete	36	Unknown	CodingOld	0
Funhe2EKm020035t1	gmodel	0.2	noor	5%	platyfish	47	0.062	okay	100	complete	34	Noncode	CodingOld	0
Funhe2EKm020036t1	v1mix	1	upar	45%	mayzebr	21	0.423	split	98	complete	10	Code	CodingOld	1
Funhe2EKm020037t1	gmodel	9	upar	6%	medaka	57	3.065	okay	100	partial	80	Code	CodingOld	0
Funhe2EKm020038t1	rnasm	0.7	inpar	100%	medaka	58	NA	part	69	complete	62	Code	Transposon	0
Funhe2EKm020040t1	rnasm	10	inpar	83%	mayzebr	100	NA	okay	96	complete	80	Code	CodingOld	1
Funhe2EKm020041t1	rnasm	4	upar	0	na	0	NA	okay	100	complete	46	Code	CodingNew	1
Funhe2EKm020042t1	rnasm	0.5	orlog	21%	tilapia	37	NA	okay	100	complete	68	Code	CodingOld	0
Funhe2EKm020043t1	rnasm	3	upar	84%	mayzebr	90	0.273	okay	82	complete	81	Code	CodingOld	0
Funhe2EKm020044t1	gmodel	0.2	inpar	18%	medaka	37	NA	okay	100	complete	48	Code	Transposon	0
Funhe2EKm020045t1	v1mix	1	inpar	22%	tetraodon	63	NA	okay	100	complete	48	Code	Transposon	1
Funhe2EKm020047t1	rnasm	4	orlog	94%	platyfish	100	0.141	split	100	complete	93	Code	CodingOld	0
Funhe2EKm020049t1	rnasm	30	inpar	100%	platyfish	99	NA	part	38	complete	100	Code	CodingOld	0
Funhe2EKm020052t1	rnasm	9	orlog	100%	mayzebr	100	0.274	okay	83	complete	68	Code	CodingOld	0
Funhe2EKm020053t1	rnasm	2	upar	88%	platyfish	76	0.351	part	61	partial	99	Code	CodingOld	1
Funhe2EKm020054t1	v1mix	0.2	noor	15%	tilapia	37	0.434	split	62	complete	38	Unknown	Transposon	0
Funhe2EKm020055t1	rnasm	3	upar	19%	mayzebr	97	0.415	okay	100	partial	63	Code	CodingOld	1
Funhe2EKm020059t1	v1mix	0.09	inpar	28%	medaka	54	NA	split	72	complete	46	Noncode	CodingOld	1
Funhe2EKm020063t1	gmodel	7	orlog	35%	tilapia	50	0.097	okay	100	complete	94	Code	CodingOld	0
Funhe2EKm020064t1	rnasm	10	inpar	100%	platyfish	76	NA	part	31	complete	99	Code	CodingOld	0
Funhe2EKm020065t1	rnasm	10	noor	12%	platyfish	78	1.788	part	24	complete	100	Code	CodingOld	0
Funhe2EKm020066t1	rnasm	30	orlog	80%	catfish	98	NA	okay	93	partial	100	Noncode	CodingOld	0
Funhe2EKm020067t1	gmodel	3	inpar	11%	mayzebr	79	NA	okay	100	complete	23	Code	CodingOld	0
Funhe2EKm020070t1	rnasm	50	inpar	74%	mayzebr	99	NA	part	77	partial	100	Code	CodingOld	0
Funhe2EKm020071t1	v1mix	1	inpar	66%	platyfish	66	NA	okay	100	complete	72	Noncode	CodingOld	0
Funhe2EKm020073t1	v1mix	0.4	noor	3%	platyfish	34	0.078	split	100	complete	62	Code	CodingOld	0
Funhe2EKm020074t1	rnasm	2	orlog	50%	UniProt	58	0.557	part	20	complete	69	Code	Transposon	1
Funhe2EKm020075t1	v1mix	6	upar	5%	stickleback	0	NA	split	60	partial	64	Code	Transposon	0
Funhe2EKm020076t1	gmodel	0.05	noor	33%	tilapia	45	NA	okay	100	complete	66	Noncode	CodingOld	0
Funhe2EKm020077t1	v1mix	0.1	inpar	59%	tilapia	65	NA	split	72	complete	58	Unknown	CodingOld	0
Funhe2EKm020078t1	rnasm	4	orlog	100%	platyfish	96	0.074	part	37	complete	99	Code	CodingOld	0
Funhe2EKm020079t1	gmodel	100	noor	16%	tilapia	27	NA	okay	100	complete	11	Noncode	NoncodeOld	1
Funhe2EKm020081t1	gmodel	0.06	noor	6%	platyfish	53	0.040	okay	100	complete	28	Code	CodingOld	0
Funhe2EKm020082t1	gmodel	0.09	upar	11%	mayzebr	55	NA	okay	100	complete	59	Noncode	NoncodeOld	0
Funhe2EKm020084t1	rnasm	3	orlog	100%	platyfish	100	0.035	split	96	complete	81	Code	CodingOld	0
Funhe2EKm020086t1	rnasm	100	inpar	73%	tilapia	100	NA	part	72	complete	71	Code	CodingOld	0
Funhe2EKm020087t1	gmodel	0.07	noor	32%	mayzebr	78	0.488	okay	100	complete	75	Unknown	CodingOld	0
Funhe2EKm020088t1	rnasm	300	inpar	88%	platyfish	79	NA	split	72	partial	99	Code	CodingOld	0
Funhe2EKm020090t1	rnasm	30	noor	0	na	0	NA	okay	100	partial	78	Code	CodingNew	1
Funhe2EKm020091t1	gmodel	6	noor	4%	platyfish	39	NA	okay	100	complete	49	Code	CodingOld	0
Funhe2EKm020094t1	rnasm	1	upar	59%	mayzebr	56	NA	part	11	complete	98	Code	CodingOld	1
Funhe2EKm020095t1	v1mix	0.09	upar	80%	zfish	0	NA	okay	100	complete	53	Code	CodingOld	0
Funhe2EKm020096t1	rnasm	0.5	orlog	37%	zfish	94	0.140	part	53	partial	99	Unknown	CodingOld	1
Funhe2EKm020097t1	rnasm	90	inpar	100%	platyfish	95	NA	split	61	partial	100	Code	CodingOld	0
Funhe2EKm020098t1	gmodel	0.2	inpar	100%	platyfish	39	NA	okay	100	complete	38	Code	CodingOld	0
Funhe2EKm020099t1	gmodel	300	upar	13%	tilapia	100	0.312	okay	100	partial	99	Noncode	CodingOld	0
Funhe2EKm020100t1	gmodel	0.06	upar	9%	medaka	57	0.216	okay	100	complete	22	Code	CodingOld	1
Funhe2EKm020102t1	rnasm	20	orlog	100%	mayzebr	97	0.023	part	45	complete	34	Code	CodingOld	0
Funhe2EKm020103t1	rnasm	1	inpar	73%	catfish	100	NA	okay	100	partial	99	Code	Transposon	1
Funhe2EKm020105t1	gmodel	5	noor	33%	tilapia	23	0.211	okay	100	complete	45	Code	Transposon	0
Funhe2EKm020107t1	gmodel	2	upar	0	na	0	NA	okay	100	complete	61	Noncode	NoncodeNew	0
Funhe2EKm020110t1	rnasm	7	inpar	64%	mayzebr	98	NA	split	99	partial	99	Code	CodingOld	0
Funhe2EKm020111t1	rnasm	1	noor	98%	mayzebr	100	1.560	okay	100	complete	30	Code	CodingOld	0
Funhe2EKm020114t1	gmodel	7	upar	27%	platyfish	65	0.187	okay	100	complete	35	Code	Transposon	1
Funhe2EKm020115t1	rnasm	20	upar	0	na	14	11.464	part	28	partial	100	Code	CodingOld	0
Funhe2EKm020116t1	v1mix	40	inpar	85%	platyfish	55	NA	split	92	complete	59	Code	CodingOld	0
Funhe2EKm020117t1	rnasm	4	upar	28%	mayzebr	75	0.190	split	100	partial	99	Unknown	CodingOld	0
Funhe2EKm020118t1	rnasm	2	upar	20%	medaka	93	NA	okay	100	complete	61	Code	CodingOld	1
Funhe2EKm020119t1	v1mix	30	orlog	97%	tilapia	100	0.037	okay	100	partial	99	Code	CodingOld	0
Funhe2EKm020120t1	rnasm	3	noor	19%	platyfish	64	0.167	split	100	partial	99	Unknown	CodingOld	0
Funhe2EKm020122t1	rnasm	0.4	noor	0	na	34	NA	split	99	complete	44	Noncode	NoncodeOld	0
Funhe2EKm020123t1	rnasm	20	upar	97%	mayzebr	99	0.219	split	99	partial	92	Code	CodingOld	0
Funhe2EKm020126t1	rnasm	30	noor	0	na	49	0.321	part	30	partial	98	Noncode	CodingOld	0
Funhe2EKm020127t1	gmodel	0.1	noor	0	na	85	NA	okay	100	complete	60	Noncode	NoncodeOld	1
Funhe2EKm020128t1	rnasm	0.2	noor	0	na	26	0.131	okay	100	partial	99	Code	CodingOld	1
Funhe2EKm020132t1	gmodel	20	inpar	99%	platyfish	54	NA	okay	100	complete	48	Unknown	CodingOld	0
Funhe2EKm020133t1	v1mix	40	inpar	90%	medaka	81	NA	split	100	complete	48	Unknown	CodingOld	0
Funhe2EKm020134t1	rnasm	300	upar	67%	platyfish	100	0.322	okay	98	partial	99	Code	CodingOld	0
Funhe2EKm020135t1	gmodel	2	noor	0	na	11	NA	okay	100	complete	75	Noncode	NoncodeNew	0
Funhe2EKm020136t1	rnasm	5	inpar	31%	mayzebr	70	NA	part	54	complete	100	Code	CodingOld	1
Funhe2EKm020137t1	rnasm	2	inpar	100%	tilapia	100	NA	part	57	partial	100	Code	Transposon	0
Funhe2EKm020138t1	rnasm	4	noor	85%	tilapia	72	0.274	okay	100	partial	99	Noncode	CodingOld	0
Funhe2EKm020140t1	v1mix	20	upar	99%	zfish	0	NA	split	99	complete	69	Code	CodingOld	0
Funhe2EKm020144t1	rnasm	10	noor	45%	catfish	33	NA	part	12	complete	41	Noncode	CodingOld	1
Funhe2EKm020146t1	rnasm	10	upar	98%	platyfish	86	0.361	part	43	partial	73	Code	CodingOld	1
Funhe2EKm020147t1	v1mix	1	orlog	21%	platyfish	43	0.080	split	54	complete	40	Code	CodingOld	0
Funhe2EKm020152t1	rnasm	0.4	upar	0	na	0	NA	part	60	complete	79	Code	CodingNew	0
Funhe2EKm020153t1	rnasm	2	noor	0	na	37	NA	part	20	complete	56	Code	CodingOld	1
Funhe2EKm020155t1	gmodel	60	noor	59%	mayzebr	52	0.408	okay	100	complete	84	Code	CodingOld	0
Funhe2EKm020156t1	gmodel	60	upar	12%	mayzebr	18	NA	okay	100	partial	21	Noncode	NoncodeNew	0
Funhe2EKm020158t1	rnasm	5	orlog	97%	stickleback	88	0.239	split	85	complete	90	Code	CodingOld	0
Funhe2EKm020160t1	rnasm	5	noor	49%	mayzebr	86	0.379	okay	99	complete	50	Code	CodingOld	1
Funhe2EKm020161t1	rnasm	6	noor	22%	stickleback	100	0.187	okay	100	partial	99	Code	CodingOld	1
Funhe2EKm020164t1	v1mix	0.03	noor	9%	zfish	48	0.130	okay	100	complete	76	Code	Transposon	0
Funhe2EKm020165t1	rnasm	10	inpar	97%	platyfish	98	NA	okay	90	complete	82	Code	CodingOld	0
Funhe2EKm020166t1	rnasm	40	orlog	100%	platyfish	97	0.487	part	23	complete	59	Code	CodingOld	0
Funhe2EKm020169t1	rnasm	90	inpar	75%	platyfish	16	NA	okay	100	partial	36	Code	Transposon	1
Funhe2EKm020171t1	v1mix	1	inpar	95%	platyfish	100	NA	okay	100	partial	99	Unknown	CodingOld	0
Funhe2EKm020172t1	rnasm	3	upar	64%	mayzebr	100	0.481	okay	99	partial	94	Code	CodingOld	0
Funhe2EKm020174t1	rnasm	0.5	noor	0	na	0	NA	okay	95	complete	17	Noncode	NoncodeNew	0
Funhe2EKm020175t1	gmodel	0	noor	36%	tilapia	31	0.264	okay	100	complete	45	Noncode	CodingOld	0
Funhe2EKm020176t1	rnasm	3	inpar	73%	mayzebr	9	NA	part	60	complete	11	Unknown	CodingOld	1
Funhe2EKm020179t1	rnasm	1	inpar	49%	platyfish	99	NA	okay	100	partial	100	Unknown	CodingOld	0
Funhe2EKm020180t1	rnasm	2	noor	15%	stickleback	98	0.269	okay	100	complete	88	Code	Transposon	1
Funhe2EKm020182t1	rnasm	0.7	upar	26%	platyfish	74	0.054	part	66	partial	99	Code	Transposon	1
Funhe2EKm020183t1	rnasm	30	upar	71%	platyfish	93	0.460	part	51	partial	100	Code	CodingOld	0
Funhe2EKm020184t1	v1mix	100	inpar	100%	platyfish	70	NA	okay	100	partial	80	Code	CodingOld	0
Funhe2EKm020185t1	gmodel	0	noor	51%	medaka	15	0.051	okay	100	complete	15	Noncode	CodingOld	0
Funhe2EKm020188t1	v1mix	50	noor	9%	platyfish	100	0.244	split	100	partial	99	Code	CodingOld	1
Funhe2EKm020189t1	rnasm	10	orlog	100%	platyfish	98	0.168	part	65	complete	98	Code	CodingOld	0
Funhe2EKm020190t1	gmodel	0.5	upar	0	na	0	NA	okay	100	complete	78	Code	CodingNew	0
Funhe2EKm020192t1	rnasm	10	inpar	50%	tilapia	76	NA	okay	100	partial	99	Noncode	CodingOld	0
Funhe2EKm020193t1	rnasm	0.1	orlog	67%	medaka	67	0.062	okay	100	partial	61	Code	Transposon	1
Funhe2EKm020197t1	rnasm	1	upar	80%	tilapia	72	0.374	part	42	complete	59	Code	CodingOld	0
Funhe2EKm020199t1	rnasm	2	inpar	100%	platyfish	100	NA	part	48	complete	73	Code	CodingOld	0
Funhe2EKm020200t1	rnasm	10	inpar	94%	mayzebr	89	NA	part	18	partial	82	Code	CodingOld	0
Funhe2EKm020201t1	rnasm	10	inpar	44%	catfish	85	NA	okay	100	complete	72	Code	Transposon	1
Funhe2EKm020203t1	rnasm	9	inpar	88%	tilapia	97	NA	part	70	complete	97	Code	CodingOld	0
Funhe2EKm020204t1	gmodel	3	noor	27%	platyfish	85	0.169	okay	100	complete	68	Code	CodingOld	0
Funhe2EKm020205t1	rnasm	10	orlog	26%	platyfish	90	0.197	split	78	partial	99	Code	CodingOld	0
Funhe2EKm020206t1	rnasm	2	inpar	87%	mayzebr	95	NA	okay	100	complete	86	Code	CodingOld	0
Funhe2EKm020207t1	rnasm	0.8	noor	69%	mayzebr	100	NA	okay	100	partial	88	Code	CodingOld	0
Funhe2EKm020208t1	rnasm	40	upar	66%	tilapia	100	0.427	split	100	partial	99	Code	CodingOld	0
Funhe2EKm020209t1	rnasm	200	orlog	100%	mayzebr	100	0.329	split	36	complete	47	Code	CodingOld	0
Funhe2EKm020211t1	gmodel	0.1	noor	29%	zfish	10	NA	okay	100	complete	63	Code	CodingOld	0
Funhe2EKm020213t1	rnasm	1	inpar	65%	platyfish	59	NA	okay	100	partial	95	Code	CodingOld	0
Funhe2EKm020215t1	rnasm	2000	inpar	89%	platyfish	74	NA	split	24	complete	0	Code	CodingOld	0
Funhe2EKm020218t1	gmodel	90	upar	14%	tilapia	100	0.417	okay	100	partial	99	Unknown	CodingOld	0
Funhe2EKm020220t1	gmodel	3	noor	77%	platyfish	41	0.286	okay	100	complete	70	Unknown	CodingOld	0
Funhe2EKm020222t1	rnasm	1	inpar	11%	zfish	100	NA	okay	100	complete	48	Code	Transposon	1
Funhe2EKm020223t1	rnasm	0.4	noor	0	na	11	NA	part	76	complete	54	Noncode	NoncodeNew	0
